"LimesLimits_ID";"obsolete";"X_coordinate";"Y_coordinate";"Place";"Toponym";"Site_type";"Uncertain";"Start_period";"End_period";"Size";"Conservation";"Notes";"checked";"location_note"
641;0;172200;430400;"Horssen";"Kloosterberg";"rural settlement";0;"IJZL";"ROMM";;;"habitation dated approx. 250 BC - 275 AD (Willems 1986); also VME/LME site";1;
643;0;172750;428250;"Bergharen";"De Gerstkamp";"rural settlement";0;"IJZL";"ROML";;;"habitation dated approx. 250 BC - 425 AD (Willems 1986); also VME site";1;
644;0;172000;429000;"Horssen";"Het Sunten";"rural settlement; burial(s)?";0;"IJZM";"ROMLA";;;"habitation dated approx. 500 BC - 300 AD (Willems 1986); single cremation dated IJZ";1;
645;0;171520;430600;"Molenhoek";"Molenhoek-Oost";"rural settlement";0;"IJZL";"ROMM";;;"habitation dated approx. 250 BC - 275 AD (Willems 1986)";1;
646;0;171200;429100;"Horssen";"Oostweg I";"rural settlement";0;"IJZL";"ROMM";;;"habitation dated approx. 250 BC - 275 AD (Willems 1986)";1;
647;0;171800;426250;"Batenburg";"Dorp";"rural settlement; burial(s)?";0;"IJZL";"ROMM";;;"habitation dated approx. 250 BC - 275 AD (Willems 1986)";1;
648;0;170100;430000;"Horssen";"Horssen-West";"rural settlement";0;"IJZL";"ROMM";;;"habitation dated approx. 250 BC - 275 AD (Willems 1986); also VME/LME site; Archis-waarnemingsnummer 106935 removed from Archis";1;
649;0;170450;429400;"Horssen";"Horssen-Oost";"rural settlement";0;"IJZL";"ROMM";;;"habitation dated approx. 250 BC - 275 AD (Willems 1986); also VME/LME site";1;
650;0;170800;427250;"Laak";"Kwaden Bongerd";"rural settlement";0;"IJZL";"ROMMA";;;"habitation dated approx. 250 BC - 100 AD (Willems 1986)";1;
651;0;178100;425900;"Wijchen";"De Pas I";"rural settlement";0;"IJZL";"VMEB";;;"habitation dated approx. 250 BC - 750 AD (Willems 1986); also IJZV/IJZM site";1;
653;0;177750;425560;"Wijchen";"De Pas II";"rural settlement";0;"IJZM";"ROML";;;"habitation dated approx. 500 BC - 400 AD (Willems 1986); also NEOL/BRONSV and IJZV/IJZM site; very close to site 657, possibly one settlement?";1;
654;0;179750;430250;"Ewijk";"Koningsstraat II";"rural settlement; burial(s)?";0;"IJZL";"ROMM";;;"habitation dated approx. 250 BC - 275 AD (Willems 1986)";1;
655;0;177080;431090;"Winssen";"De Grote Woerd";"rural settlement";0;"IJZL";"ROML";;;"habitation dated approx. 250 BC - 425 AD (Willems 1986); Archis-waarnemingsnummers 25624, 45146, 58813 and 58827 removed from Archis";1;
656;0;170400;431050;"Molenhoek";"Molenhoek-West";"rural settlement";0;"IJZL";"ROMM";;;"habitation dated approx. 250 BC - 275 AD (Willems 1986); Archis-waarnemingsnummer 106924 removed from Archis";1;
657;0;177660;425850;"Wijchen";"Achterlo";"rural settlement";0;"IJZL";"ROMM";;;"habitation dated approx. 250 BC - 275 AD (Willems 1986); very close to site 653, possibly one settlement?";1;
658;1;177880;425800;"Wijchen";"De Pas III";"rural settlement";0;"IJZL";"ROMM";;;"= site 651";1;
659;0;175600;427300;"Hernen";"De Loffert II";"rural settlement";0;"IJZM";"ROML";;;"habitation dated approx. 500 BC - 425 AD (Willems 1986); also NEOL site and IJZM burial site; very close to site 660, possibly one settlement?";1;
660;0;175400;427100;"Hernen";"De Loffert III";"rural settlement";0;"IJZL";"ROMM";;;"habitation dated approx. 250 BC - 275 AD (Willems 1986); very close to site 659, possibly one settlement?";1;
661;0;173750;426850;"Hernen";"De Wijnakker";"rural settlement, stone-built";0;"IJZL";"ROMM";;;"habitation dated approx. 250 BC - 275 AD (Willems 1986)";1;
662;0;178770;427570;"Wezel";"Het Goor I";"rural settlement";0;"IJZL";"ROMM";;;"habitation dated approx. 250 BC - 275 AD (Willems 1986)";1;
663;0;175600;426850;"Hernen";"De Loffert IV";"rural settlement";0;"IJZL";"VMEB";;;"habitation dated approx. 250 BC - 750 AD (Willems 1986)";1;
664;0;174450;426000;"Leur";"Neerveld";"rural settlement";0;"IJZL";"ROMM";;;"habitation dated approx. 250 BC - 275 AD (Willems 1986)";1;
665;0;176800;425300;"Leur";"Watertoren";"rural settlement; burial(s)?";0;"IJZL";"ROMM";;;"habitation dated approx. 250 BC - 275 AD (Willems 1986)";1;
666;0;178450;427300;"Wezel";"Het Goor II";"rural settlement";0;"IJZL";"ROMM";;;"habitation dated approx. 250 BC - 275 AD (Willems 1986)";1;
667;0;178475;425205;"Wijchen";"Holenbergseweg";"rural settlement; burial(s)";0;"ROMMB";"ROMMB";;;"habitation dated approx. 250 BC - 275 AD; 11 cremation burials, dated approx. 175 - 275 AD (Willems 1986); also MESO, BRONSV/BRONSM and BRONSL/IJZV site";1;
668;0;177750;430290;"Ewijk";"De Woerden";"rural settlement";0;"IJZL";"ROMM";;;"habitation dated approx. 250 BC - 275 AD (Willems 1986); also BRONS site and IJZ burial site; very close to settlements 891, possibly one settlement?";1;
669;0;180730;439850;"Heteren";"Het Lage Land I";"rural settlement";0;"ROMVA";"ROMMA";;;"habitation dated approx. 0 - 150 AD (Hulst 1971)";1;
671;0;181730;439750;"Heteren";"Uilenburg";"rural settlement";0;"IJZL";"ROMM";;;"habitation dated approx. 250 BC - 275 AD (Willems 1986; Hoegen 2008); also NEO/BRONS site";1;
672;0;185540;439140;"Elst";"Distelheuvel";"rural settlement";0;"IJZL";"ROMM";;;"habitation dated approx. 250 BC - 275 AD (Willems 1986); also VME/LME site";1;
673;0;187330;438020;"Elst";"Groenoord";"rural settlement";0;"IJZV";"ROMM";;;"habitation dated approx. 800 BC - 275 AD (Willems 1986); also VME site";1;
674;0;185750;438400;"Raayen";"De Woerd";"rural settlement, stone-built?; burial(s)?";0;"IJZL";"VMEB";;;"habitation dated approx. 250 BC - 750 AD (Willems 1986)";1;
676;0;185300;441300;"Driel";"Baarskamp";"rural settlement";0;"IJZM";"ROMM";;;"habitation dated approx. 500 BC - 275 AD (Willems 1986); also VME site; earlier interpretation as castellum (Willems 1986) not supported by fieldwork (Heunks 2003); site 685 is same settlement";1;
677;0;184700;441800;"Driel";"Ooijevaarsnest";"rural settlement; burial(s)?";0;"ROMV";"ROMM";;;"habitation dated approx. 0 BC - 275 AD (Willems 1986)";1;
678;0;184980;441600;"Driel";"Marskamp";"rural settlement; burial(s)";0;"IJZL";"ROMM";;;"habitation dated approx. 500 BC - 275 AD (Willems 1986)";1;
679;0;184000;441420;"Driel";"Oldenhof";"rural settlement";0;"IJZL";"VMEB";;;"habitation dated approx. 250 BC - 750 AD (Willems 1986)";1;
680;0;187800;439550;"Elden";"Laarstraat";"rural settlement";0;"IJZL";"ROMM";;;"habitation dated approx. 250 BC - 275 AD (Willems 1986)";1;
681;0;182720;438000;"Homoet";"Hoge Woerd";"rural settlement";0;"IJZM";"ROMM";;;"habitation dated approx. 500 BC - 275 AD (Willems 1986); also VME/LME site";1;
682;0;186450;439850;"Driel";"De Laar I";"rural settlement";0;"IJZL";"VMEB";;;"habitation dated approx. 250 BC - 750 AD (Willems 1986); very close to site 1023 and 1025, possibly one settlement?";1;
683;0;186150;437600;"Elst";"Snodenhoek";"rural settlement";0;"ROMM";"VMEB";;;"habitation dated approx. 100 - 750 AD (Willems 1986)";1;
684;0;185360;440625;"Driel";"Honingsveld I";"rural settlement";0;"IJZL";"ROMMA";;;"habitation dated approx. 250 BC - 100 AD (Willems 1986)";1;
685;1;185180;441480;"Driel";"Vogelzangsestraat";"rural settlement";0;"IJZL";"ROMV";;;"= site 676";1;
686;0;181180;439950;"Heteren";"Het Lage Land II";"burial(s)";0;"ROMV";"ROMM";;;"6 burials";1;
687;0;188400;442700;"Elden";"Meinerswijk";"castellum";0;"ROMV";"ROML";;;"Castra Herculis?; ROML occupation uncertain";1;
688;1;190800;443950;"Arnhem";"Gele Rijdersplein";"isolated find(s)?";1;"ROM";"ROM";;;;1;
689;0;192930;438900;"Huissen";"Stadswal";"burial(s)?";1;"ROMV";"ROMM";;;"cremations found, context not completely clear, maybe VME (Ypey 1964)";1;
690;1;193200;438720;"Huissen";"Hazeheuvel";"out of context find(s)";1;"ROMM";"ROML";;;"finds most probably in secondary position; interpretated as spolia from castellum Loowaard (Willems 1986), but this is not substantiated";1;
691;0;183000;438080;"Homoet";"De Blauwe Den";"burial(s)";0;"ROMM";"ROMM";;;"single burial; also IJZM/IJZL cremations";1;
692;0;182800;438640;"Homoet";"Salingsbouwing";"rural settlement";0;"IJZV";"ROMM";;;"habitation dated approx. 800 BC - 275 AD (Willems 1986); also LME site";1;
693;1;182840;441640;"Doorwerth";"Doorwerthse Waarden";"isolated find(s)";1;"ROMM";"ROMM";;;;1;
694;1;182910;441400;"Driel";"Rijndijk";"isolated find(s)";0;"ROMMA";"ROMMB";;;"finds dated approx. 50 - 200 AD (Willems 1986)";1;
695;0;191600;439500;"Huissen";"Loostraat I";"rural settlement";0;"ROMVB";"ROMMB";;;"habitation dated approx. 25 - 250 AD; hiatus 75 - 150 AD (Schurmans 2008)";1;
696;1;183930;441880;"Driel";"Stuwdam";"isolated find(s)";0;"ROMMA";"ROMMB";;;"finds dated approx. 50 - 150 AD (Willems 1986)";1;
697;0;189450;435800;"Bredelaar";"Imkershof";"rural settlement";0;"IJZL";"ROMLB";;;"habitation dated approx. 250 BC - 425 AD (Willems 1986); also VME/LME site";1;
699;0;188350;433750;"Ressen";"Kerkenhof";"rural settlement; burial(s)?";0;"IJZL";"ROML";;;"habitation dated approx. 250 BC - 425 AD (Willems 1986); also VME/LME site; ROM/VME cemetery reported by Van Dijk (2014), but no corresponding finds in Archis";1;
700;0;188750;436550;"Elst";"Hofstuk";"rural settlement";0;"ROMM";"ROMM";;;"also IJZM site";1;
701;0;185560;436160;"Elst";"De Wuerde";"rural settlement";0;"IJZL";"ROMM";;;"habitation dated approx. 250 BC - 275 AD (Willems 1986); also VME/LME site";1;
702;0;185730;434550;"Elst";"Reethsestraat";"rural settlement";0;"IJZL";"ROMM";;;"habitation dated approx. 250 BC - 275 AD (Willems 1986); also VME/LME site";1;
703;0;185330;432750;"Oosterhout";"Hooge Hof";"rural settlement";0;"IJZM";"ROMLB";;;"habitation dated approx. 500 BC - 425 AD (Willems 1986); also VME/LME site";1;
704;0;184350;436600;"Lijnden";"Het Höfken";"rural settlement";0;"IJZL";"ROMM";;;"habitation dated approx. 250 BC - 275 AD (Willems 1986); also VME/LME site";1;
705;0;184000;435300;"Elst";"Eimeren";"rural settlement";0;"IJZL";"ROMLB";;;"habitation dated approx. 250 BC - 425 AD (Willems 1986); also VME/LME site";1;
706;0;182300;436050;"Valburg";"Dorp";"rural settlement";0;"ROMVA";"ROMLB";;;"habitation dated approx. 0 - 425 AD (Willems 1986); also VME/LME site";1;
707;0;182500;434350;"Slijk-Ewijk";"Hooge Brug";"rural settlement";0;"ROMV";"ROMM";;;"habitation dated approx. 0 - 275 AD (Willems 1986); also VME/LME site";1;
708;0;182800;433450;"Slijk-Ewijk";"De Woerd";"rural settlement";0;"ROMV";"ROMM";;;"habitation dated approx. 0 - 275 AD (Willems 1986); also VME/LME site";1;
709;0;181670;434850;"Herveld";"Tielsestraat";"rural settlement";0;"IJZL";"ROMM";;;"habitation dated approx. 250 BC - 275 AD (Willems 1986)";1;
710;0;180250;435150;"Herveld";"De Legt";"rural settlement";0;"IJZL";"VMEB";;;"habitation dated approx. 250 BC - 750 AD (Willems 1986); also VME/LME site";1;
711;0;186150;436200;"Elst";"Galgenplek";"rural settlement";0;"IJZM";"ROMLB";;;"habitation dated approx. 500 BC - 425 AD (Willems 1986); also VME/LME site; very close to site 724, possibly one settlement?";1;
712;0;188280;436550;"Elst";"Aam";"rural settlement";0;"IJZL";"ROMMB";;;"habitation dated approx. 250 BC - 275 AD (Willems 1986); also VME/LME site";1;
713;0;183830;433680;"Slijk-Ewijk";"Akkerstraat";"rural settlement";0;"IJZL";"ROMLB";;;"habitation dated approx. 250 BC - 425 AD (Willems 1986); also VME/LME site";1;
714;0;189360;435380;"Bemmel";"Kattenleger";"burial(s)";0;"ROMMA";"ROMMB";;;"finds dated approx. 125 - 175 AD (Willems 1986); single cremation";1;
715;0;187500;436900;"Elst";"Hoge Hof";"rural settlement; burial(s)";0;"ROMV";"ROMM";;;"habitation dated approx. 20 - 275 AD (de Groot et al. 2005); 3 burials dated IJZL-ROM";1;
716;0;186800;436920;"Elst";"Grote Kerk";"cult site; civil settlement?";0;"ROMV";"ROMM";;;"Hercules temple, dated approx. 25 BC - 275 AD (Derks 2002); stone-built phase after approx. 100 AD; also VME/LME church";1;
717;0;187950;434900;"Elst";"Merm";"rural settlement; burial(s)";0;"IJZL";"ROML";;;"habitation in 5 phases (de Groot 2013), IJZL, ROMM, ROMM-ROML, VME, LME; 6 cremation burials dated ROMMB (Knippenberg & Heirbaut 2006)";1;
718;0;185000;436100;"Elst";"Grote en Kleine Zuiling";"rural settlement, stone-built?";0;"ROMMB";"ROMMB";;;"habitation dated approx. 150 - 275 AD (Willems 1986)";1;
719;0;186925;432680;"Oosterhout";"Griftdijk I";"rural settlement; burial(s)";0;"ROMMA";"ROMMB";;;"habitation dated approx. 100 - 300 AD, burial(s) 150 - 225 AD (Ball & van den Broeke 2007); also NEOM, IJZV and VME site";1;
720;0;188370;433150;"Ressen";"De Woerdt";"rural settlement";0;"IJZM";"ROMMB";;;"habitation dated approx. 500 BC - 150 AD (Willems 1986)";1;
721;1;186880;432670;"Oosterhout";"Griftdijk II";"burial(s)";0;"ROMMB";"ROMMB";;;"= site 719";1;
722;0;187300;437100;"Elst";"Westeraam";"cult site; rural settlement?";0;"ROMV";"ROMM";;;"cult site dated approx. 10 - 150 AD (van Enckevort 2007); stone-built phase after approx. 100 AD; 2 burials dated ROML";1;
723;0;189800;434120;"Bemmel";"De Plak I";"burial(s)?";1;"ROMMA";"ROMMA";;;"finds dated approx. 50 - 150 AD (Willems 1986); single cremation?";1;
724;0;186500;436200;"Elst";"Brienenshof";"rural settlement; burial(s)";0;"IJZL";"ROML";;;"habitation dated approx. 250 BC - 425 AD (Willems 1986); also VME/LME site; several cremation burials, dated IJZ-ROM; very close to site 711, possibly one settlement?";1;
725;0;180000;431350;"Ewijk";"De Grote Aalst";"rural settlement, stone-built; burial(s); military settlement?";0;"IJZM";"ROML";;;"Roman habitation dated approx. 40 - 350 AD, continuity from IJZL assumed  (Blom et al. 2012); stone-built phase from approx. 150 AD, and even ROML phase? (Veldman 2013); 2 ROMLB burials, pointing to military occupation? (Veldman 2013); also BRONS site and IJZ burial site (Blom et al. 2012)";1;
726;1;188106;429072;"Nijmegen";"Waalkade I";"unknown";0;"ROMM";"ROMM";;;"site defined by Vossen, based on Archis-waarnemingsnummer 15302 (settlement excavation), but no further information provided; ; = same as 2140?";1;
727;0;181350;427700;"Nijmegen";"Bijsterhuizenstraat";"rural settlement";0;"IJZL";"ROMM";;;"habitation dated approx. 250 BC - 275 AD (Willems 1986)";1;
729;0;180550;429850;"Beuningen";"De Heuve";"rural settlement";0;"IJZV";"VMEB";;;"habitation dated approx. 800 BC - 750 AD (Willems 1986); also NEOL site";1;
730;0;182400;429800;"Beuningen";"Reekstraat";"rural settlement, stone-built";0;"IJZM";"ROML";;;"habitation dated approx. 500 BC - 425 AD (Willems 1986)";1;
731;0;187950;430470;"Lent";"Dorpsplein";"rural settlement, stone-built?";0;"ROMM";"ROML";;;"habitation dated approx. 70 - 450 AD; also IJZV/IJZM and VME/LME site; possible vicus? (van den Broeke & den Braven 2009); very close to site 1042 and 1043, possibly one settlement?";1;
732;0;181160;425780;"Wijchen";"Teersdijk";"rural settlement";0;"IJZL";"ROMM";;;"habitation dated approx. 250 BC - 275 AD (Willems 1986); also NEOL/BRONSV site";1;
733;0;189925;427820;"Nijmegen";"Kops Plateau";"castellum; road; burial(s)";0;"ROMVA";"ROMVB";;;"military occupation dated approx. 12 BC - 70 AD (van Enckevort 2004); > 60 cremation burials dated ROMMA (van Enckevort et al. 1994); also NEOLB, BRONSM/BRONSL and IJZM burial site";1;
734;0;189200;427950;"Nijmegen";"Hunerberg I";"castra";0;"ROMVA";"ROMVA";"42 ha";;"military occupation dated approx. 19 - 10 BC (van Enckevort 2004)";1;
735;0;181770;430250;"Beuningen";"Christinastraat";"rural settlement";0;"ROMV";"ROMM";;;"habitation dated approx. 0 - 275 AD (Willems 1986)";1;
736;0;180250;431100;"Ewijk";"Schoenakerweg";"road?";0;"ROM";"ROM";;;;1;
737;0;184800;425390;"Hatert";"Hulzen I";"rural settlement; burial(s)";0;"ROMVB";"ROMMB";;;"habitation dated approx. 25 - 275 AD; burials dated approx. 25 - 200 AD (Willems 1986); also LME site";1;
738;1;184900;425500;"Hatert";"Hulzen II";"burial(s)";0;"ROMVB";"ROMMB";;;"= site 737";1;
739;0;189150;427950;"Nijmegen";"Hunerberg II";"castra; road";0;"ROMMA";"ROMMA";"16 ha";;"military occupation dated approx. 70 - 104 AD (van Enckevort 2004)";1;
740;0;199410;434250;"Pannerden";"Rijndijk";"rural settlement";0;"IJZL";"ROM";;;"habitation dated approx. 250 BC - 275 AD (Willems 1986); also VME/LME site";1;
742;0;196770;433700;"Doornenburg";"De Woerd";"rural settlement";0;"IJZL";"ROML";;;"habitation dated approx. 250 BC - 275 AD (Willems 1986), but ROML finds as well; also VME/LME site";1;
743;0;195500;435000;"Boerenhoek";"Het Meer";"rural settlement";0;"IJZL";"ROMM";;;"habitation dated approx. 250 BC - 275 AD (Willems 1986)";1;
744;0;195400;434050;"Flieren";"De Lohof";"rural settlement";0;"IJZL";"ROMM";;;"habitation dated approx. 250 BC - 275 AD (Willems 1986)";1;
745;0;195450;432900;"Gendt";"De Hoge Hof";"rural settlement";0;"IJZL";"ROML";;;"habitation dated approx. 250 BC - 425 AD (Willems 1986); also VME/LME site";1;
746;0;195170;431900;"Gendt";"Huis te Gendt";"rural settlement";0;"IJZL";"ROMM";;;"habitation dated approx. 250 BC - 275 AD (Willems 1986); also VME/LME site";1;
747;0;192890;432950;"Haalderen";"Zandheuvel";"rural settlement";0;"IJZL";"ROML";;;"habitation dated approx. 250 BC - 425 AD (Willems 1986); also VME/LME site";1;
748;0;191700;434500;"Bemmel";"Baal";"rural settlement";0;"IJZL";"VMEB";;;"habitation dated approx. 250 BC - 750 AD (Willems 1986); also VME/LME site";1;
749;0;190450;435670;"Bemmel";"De Heuvel";"rural settlement";0;"IJZL";"VMEB";;;"habitation dated approx. 250 BC - 750 AD (Willems 1986); also IJZV/IJZM and VME/LME site";1;
750;0;190450;434200;"Bemmel";"Het Hoog";"rural settlement";0;"IJZL";"ROMM";;;"habitation dated approx. 250 BC - 275 AD (Willems 1986); also IJZM site?";1;
751;0;191650;436550;"Bergerden";"Het Plaat";"rural settlement";0;"ROMVA";"ROMMB";;;"habitation dated approx. 0 - 200 AD (van Enckevort 2008); also IJZV and VME site";1;
752;0;192080;436400;"Het Zand";"De Kerkelanden";"rural settlement";0;"IJZL";"ROMLA";;;"habitation dated approx. 250 BC - 350 AD (Roessingh & Blom 2011)";1;
753;0;193070;435720;"Angeren";"Kamervoort";"rural settlement";0;"IJZM";"ROMM";;;"habitation dated approx. 500 BC - 275 AD (Willems 1986); Roman dating uncertain";1;
754;0;192430;435940;"Angeren";"Keulstukken";"rural settlement";1;"IJZM";"ROMM";;;"habitation dated approx. 500 BC - 275 AD (Willems 1986)";1;
755;0;190900;436820;"Bergerden";"Kleine Morgen";"rural settlement";0;"ROMVA";"ROMVB";;;"habitation dated approx. 0 - 70 AD (van Enckevort 2008); also IJZV site";1;
756;0;190000;434700;"Bemmel";"De Plak II";"rural settlement";0;"IJZL";"ROMM";;;"habitation dated approx. 250 BC - 275 AD (Willems 1986)";1;
757;0;191850;428150;"Persingen";"Dorp I";"rural settlement; burial(s)";0;"IJZL";"ROMM";;;"habitation dated approx. 250 BC - 275 AD (Willems 1986); also VME/LME site; burial(s) dated approx. 75 - 200 AD (Willems 1986); same as site 1089";1;
758;0;193150;426700;"Beek";"Smorenhoek";"rural settlement";0;"IJZL";"ROMV";;;"habitation dated approx. 250 BC - 100 AD (Willems 1986)";1;
759;0;191750;426860;"Beek";"De Ravenberg";"rural settlement, stone-built";0;"ROMVB";"ROMMB";;;"habitation dated approx. 50 - 275 AD (Willems 1986)";1;
760;0;198670;428920;"Millingen";"Nieuw Zeeland";"rural settlement, stone-built?";0;"ROMV";"ROMM";;;"habitation dated approx. 0 - 275 AD (Willems 1986); building materials possibly out of context (spolia used for chapel)";1;
761;0;190290;427850;"Ubbergen";"Rijksstraatweg";"rural settlement";0;"ROMMA";"VME";;;"habitation dated approx. 100 - 750 AD (Willems 1986); also VME kiln site";1;
762;0;192510;426510;"Beek";"Keteldal";"rural settlement, stone-built?";1;"ROMMB";"ROMMB";;;"habitation dated approx. 150 - 275 AD (Willems 1986); finds out of context!";1;
763;0;203000;431500;"Herwen en Aerdt";"Bijlandse Waard";"castellum?; waterworks";0;"ROMV";"ROMM";;;"Carvium; occupation dated approx. 0 - 400 AD (Willems 1986); dam built by Drusus in 12 BC and 'completed' in 55 AD";1;
764;0;200420;430690;"Millingen";"Kerk I";"rural settlement; cult site?";0;"ROMM";"ROMM";;;"habitation dated approx. 150 - 275 AD (Willems 1986)";1;
765;1;200420;430690;"Millingen";"Kerk II";"cult site?";0;"ROMM";"ROMM";;;"= site 764";1;
766;0;179730;420250;"Nederasselt";"Dorp";"rural settlement";0;"IJZL";"ROML";;;;1;
